cert,rssd,asset
10987,,75967
2289,3316403,75613
4204,1141058,75434
14907,,75372
16413,,75147
16386,1084025,75124
14556,2124816,75116
16603,2574886,75102
899,3420702,75099
2733,1096297,74955
22598,2186186,74917
15105,,74815
24211,1398692,74761
5518,1110205,74648
27201,1249749,74637
11324,2397366,74551
32292,,74536
9273,1203237,74469
256,1205428,74408
19589,5217915,74328
9769,2380948,74294
57083,,74277
32908,3591611,74242
16222,2705680,74077
8276,1491548,74057
25796,1081873,74040
10960,1124284,73982
19125,1129515,73839
12355,,73817
19354,1130678,73766
21635,1889565,73751
35442,3110012,73676
3401,3141034,73584
34455,2487913,73577
15426,5188060,73525
27955,2412586,73298
24303,1131899,73163
21998,2228590,73051
15904,1416457,73042
3047,3556375,73040
18855,,73036
10871,3122837,73019
5113,2695688,73002
1746,,72937
2328,2816858,72928
10174,1128385,72924
12980,,72872
17922,1125692,72786
14178,1141263,72750
58282,3346624,72737
18063,,72714
1906,1127306,72436
25803,,72368
4076,2912312,72352
428,,72307
34548,2333131,72302
29186,,72253
29049,,72229
14399,1103494,72215
59138,5332591,71979
15078,,71844
4792,1055584,71793
3019,1067233,71790
5422,1945340,71660
14694,1363962,71638
22523,1142318,71557
8067,,71552
57581,3151426,71491
3827,1248377,71438
5438,2850432,71413
28478,,71405
12457,1095816,71328
22502,2351247,71322
22839,1066964,71301
26653,1139671,71259
18145,,71185
14281,1065109,71147
18071,,71104
13715,1245200,71069
30688,,71063
251,1919976,71005
9728,1129001,70941
5221,1127016,70901
10741,1121724,70864
16916,1129458,70859
15621,1247576,70807
9672,1071735,70452
10162,1128899,70312
28314,,70279
34799,,70214
15320,1204113,70192
6787,2942805,70190
21219,1071249,70139
8556,3073911,69958
70,1138870,69958
26588,2798440,69907
6680,,69905
4476,1492282,69871
30664,4900694,69853
29093,2508144,69689
14026,1056143,69484
16395,1098004,69404
28063,3828120,69400
10327,3037557,69373
11715,1142297,69263
22217,3825183,69227
17350,1832749,69177
11003,5210372,69077
30585,,68975
58680,,68967
4134,1917897,68820
16151,1205259,68733
5115,1125320,68665
15255,1247026,68593
12757,5332827,68529
8799,1131705,68396
23099,1062939,68204
3826,,68142
1865,,68056
8908,,68030
31443,,67923
22059,1135301,67637
1098,1126484,67625
10253,1919976,67597
57379,,67591
11475,1058932,67563
28667,,67524
8268,,67479
16198,1399019,67349
28790,,67332
5141,,67268
10993,,67210
3078,1103702,67158
20479,1128349,67058
19796,2609489,67042
1562,5420788,67032
5107,1123401,66978
12549,2753289,66862
15440,1127155,66809
9658,2146395,66737
1693,,66411
15578,1925913,66214
5730,3957552,66045
6592,,65980
57548,3120310,65930
8503,1249187,65890
17410,1056648,65820
13551,1062500,65806
3761,1134603,65734
18378,1135271,65710
15759,4864590,65702
8848,1020920,65677
34860,,65525
741,,65363
11352,1202922,65353
28637,,65334
3399,2366755,65233
4477,1491838,65190
11235,1839252,65070
21379,3386880,65009
4752,1063776,65009
16941,1250688,64963
9035,1127351,64910
2682,2262503,64886
14785,1202913,64826
5629,3029196,64819
13251,1056125,64752
32018,,64672
12226,1097173,64655
16318,1491780,64557
15362,,64530
3919,1134966,64504
10197,2752125,64411
30339,3841839,64342
11706,1204083,64256
10503,1059591,64201
17347,1131273,64125
6530,1859193,64079
57031,,64021
999,2004039,63983
25065,1982176,63847
31381,3681307,63839
15547,1137033,63828
847,2728447,63828
14316,2983246,63548
57468,3139312,63427
13196,1123821,63169
32307,,63095
9661,1062788,63091
12444,1128200,63029
29677,,62980
26708,3391679,62945
12722,,62931
8535,1125058,62718
31232,,62508
22448,2550602,62302
9340,1124202,62268
9439,3213892,62257
23126,1491771,62251
3615,1246793,62237
1374,3135471,62084
1929,1126185,62046
15792,3300260,62026
9947,1122468,61835
9502,,61748
3184,2234863,61607
15471,1143922,61500
21761,1039502,61500
16667,1201804,61481
5792,3943528,61470
12417,,61416
23270,2313058,61345
5699,1138656,61223
1427,1247736,61136
304,2266387,61118
8190,1129186,61082
31267,,61012
9122,1126523,60957
31972,,60934
8632,1122057,60863
15364,2812832,60798
28774,,60732
3601,2971270,60645
30220,2434104,60522
9986,,60450
49,,60414
93,2155342,60404
1596,1199844,60385
4130,1067251,60358
34900,2939319,60323
16959,1061316,60209
35019,2806662,60167
13736,1204355,60136
28266,,60127
8108,3333790,60119
21448,,60113
28776,,59901
484,,59850
16527,3556656,59789
13206,4315999,59640
21529,1109900,59533
11411,1132195,59399
5408,,59214
389,1427734,59177
4654,1066946,59148
14581,1057878,59094
18677,,59058
5559,,59055
16643,4848237,59048
8865,1135619,59000
3079,5325212,58913
16717,1205017,58872
17621,2937182,58692
59117,,58541
1986,1065828,58509
58199,1133781,58505
26260,2096164,58429
33183,,58402
3688,1208988,58382
15326,1071614,58300
34652,3838259,58266
11465,1064979,58027
25744,1067617,58021
15778,,58009
13584,1055100,58009
16103,1061165,57983
24902,2524210,57945
3335,1241211,57776
20162,4968368,57771
15593,4394060,57755
15258,1717707,57623
16154,2510183,57546
17001,3602058,57476
57897,3316720,57391
25328,,57346
3834,1139523,57310
22263,1857760,57271
29061,,57263
19595,1104624,57124
28983,,57071
16934,1133222,56938
8507,1201439,56891
13054,4281197,56876
16379,1062096,56798
57141,3005248,56780
15597,1121881,56510
28217,4843090,56394
30358,,56364
28507,,56334
28703,4151544,56331
35261,3289477,56330
30128,,55964
10437,2705091,55883
8584,1118760,55667
30889,,55651
11817,2782609,55638
10202,1127016,55556
57910,3285219,55546
15784,1956702,55458
30656,,55442
13416,1065864,55420
8183,1129047,55376
16282,2993722,55320
8840,1125124,55299
13018,,55289
10820,,55196
12354,2999854,55101
33013,,55094
178,1249020,54951
9727,2623551,54936
8758,1203835,54857
8333,1054895,54795
19774,,54789
58188,1857108,54778
12107,1209819,54770
16477,1124994,54650
13415,,54610
6584,2293093,54537
26416,1137293,54394
15847,1134724,54381
14999,,54341
30043,,54331
8681,,54278
15348,1055593,54267
8121,2952484,54177
10883,3917873,54060
16908,1063271,54038
30332,,54004
8885,1097173,53972
4770,,53806
30447,,53741
16344,1246720,53719
32487,1064791,53709
4693,1062863,53707
24367,3218543,53696
8724,1051353,53630
26519,,53614
11319,,53556
13957,3407990,53520
19480,1126523,53497
22835,2020691,53460
3133,1107492,53398
13413,1137565,53353
15346,3681905,53298
3693,1144059,53282
5686,1086140,53191
9070,,53139
18820,1065202,53032
8822,1125254,52998
1687,,52810
14260,,52630
3158,1102161,52482
10647,1061950,52412
8129,1096420,52410
12893,,52405
17881,5164439,52357
29999,,52345
5838,1071539,52312
1391,1123728,52287
5546,1830473,52281
9106,1491810,51913
28463,4099365,51892
9819,1051399,51807
9104,1141508,51745
34313,,51689
1612,,51606
57974,,51569
59188,,51525
12246,1053142,51505
14926,,51479
5520,,51476
34488,1203910,51309
19819,1133754,51306
10641,3952940,51032
27969,5043691,50961
30395,,50898
920,1204467,50873
17813,,50865
10306,1135374,50851
10185,1128947,50822
8845,1121984,50731
15254,5050578,50586
9812,,50577
8207,3615272,50553
9747,2206842,50525
22355,,50449
15749,1127771,50427
14636,3343070,50412
1401,3042841,50342
1993,2696984,50294
5278,1843576,50125
5076,1128321,50043
9865,,50032
34644,2610766,49876
16788,1055838,49858
3805,3674710,49851
27716,,49850
30291,,49776
29430,,49743
9860,2375449,49542
2331,,49492
10074,,49466
288,1071539,49396
11343,1250419,49327
10123,,49146
17062,1122132,49090
59149,2912442,49058
13029,1201420,48951
22039,1128415,48935
14404,4753528,48676
32968,1081873,48650
939,1131385,48621
12422,3044630,48612
14574,3072594,48599
5150,,48552
16906,3613540,48524
14069,,48491
15442,2155212,48440
33802,,48353
5605,1079236,48347
25591,1398861,48272
19230,,48217
4668,1064595,48192
5478,1066759,48066
8871,,48017
21085,1209592,47911
10208,1124930,47764
8492,1095058,47638
22229,3635328,47609
11133,1496244,47317
3351,3147353,47307
15460,1102554,47262
9422,2253060,47181
8110,1051063,47157
11527,,46847
8725,2992426,46519
4209,1057636,46448
25668,,46394
28652,,46297
28663,,46277
28611,,46249
10704,3179662,46236
4222,,46207
16584,3190023,46124
13710,4464534,46086
59157,,46080
8858,1843688,45701
16094,1203910,45655
33568,2259268,45547
1829,2033440,45460
16394,3685220,45438
21809,4465885,45418
10969,2359869,45394
19680,1080885,45366
27053,,45257
16635,2967358,45066
13774,1491708,44995
8864,1124592,44969
8672,,44963
10469,1096390,44940
9879,1050178,44896
21807,,44626
18101,,44588
35094,1097995,44542
16110,1055687,44504
11261,,44465
17629,1055865,44453
17551,,44383
4051,3176559,44358
18719,1128246,44329
31109,,44179
2308,1061932,43979
8397,4452401,43971
29646,,43948
1556,1205101,43944
3770,2199083,43718
931,1201390,43472
3850,3088643,43297
59178,,43223
3336,2291295,43198
12139,,43141
18342,,43106
16795,2224408,42849
4457,2247498,42846
4217,,42835
3149,1249280,42791
16432,1203910,42546
21255,2224408,42505
966,1207758,42290
20657,2880662,42262
58172,1426782,42253
8594,1062694,42134
33656,,42130
16363,1200067,42130
15469,,42026
20769,2139696,41985
12121,1492992,41953
57611,3203987,41939
12865,2791571,41895
9189,1140248,41798
10878,5341249,41661
8519,1203910,41505
6156,,41462
17607,1023145,41459
12758,,41418
27847,,41299
4122,,41274
12225,1099225,41071
11175,4665322,41016
30067,,40928
14061,2634221,40796
27841,,40619
16247,4975496,40579
16193,2855576,40519
3934,3435957,40511
492,2351359,40458
10571,,40457
4774,3391642,40428
18942,1107456,40414
31774,,40394
314,,40392
16953,1065266,40381
10809,2795140,40368
27897,,40241
59185,,40181
29449,,40174
8661,1095807,40164
17401,1132412,40112
13990,1201596,40076
57470,,40051
9120,,40014
9128,2234210,40006
11891,2126669,39880
19829,1417427,39850
10187,,39772
18987,1134797,39764
14024,1051410,39736
8604,2684589,39704
9351,1132793,39673
16471,2562650,39672
15308,1210785,39652
24038,3530218,39639
58586,,39521
10352,1894998,39471
29685,,39461
35533,,39408
57363,,39380
13697,,39360
17205,2046516,39311
1386,4498726,39266
17403,4873033,39067
9274,1492527,39066
5820,3300215,38962
1860,4516255,38853
18838,3403732,38726
18892,2741307,38725
9875,1063833,38614
10463,2513250,38501
358,,38466
22954,2638582,38428
17995,1472006,38410
1421,1097119,38187
107,1099252,38131
14096,4195285,37379
9295,1201756,37230
30176,,37217
29143,,37165
23244,1134171,37112
35267,,36970
6064,1127717,36934
28723,,36913
18568,1417436,36764
30492,3823901,36720
13832,2730495,36539
3237,1103234,36513
9417,1136371,36285
8323,,36237
10597,,36231
11570,,36205
29486,3834729,36135
16330,2249399,36090
18463,1205594,36024
12391,,35932
31592,3814712,35904
420,1055605,35896
5447,1058688,35788
14344,1989643,35717
17450,1416475,35674
31090,4843090,35462
29059,,35320
29986,,35250
17160,1060690,34840
2794,3013793,34708
1675,1127717,34463
31266,,34390
1622,1059751,34305
17375,,34285
29582,,34281
10075,2128896,34165
223,1143212,34161
19293,1203910,34160
10982,,34122
26658,1140967,34034
10120,1140846,33964
10077,,33862
16581,1109209,33739
6198,1881699,33712
9440,,33693
8857,5381601,33684
15285,1095021,33626
5110,3271267,33625
10567,1128451,33477
29774,,33449
13931,2598118,33436
12859,1206779,33236
31409,,33182
8946,,33163
15751,1138786,33156
15767,1857788,33149
10843,5164626,33115
15762,,33022
4652,,32975
225,1203910,32845
16778,,32742
9349,,32727
9733,4203425,32578
15098,,32444
13960,5297083,32340
3232,1137257,32257
4494,,32138
26941,1144077,32099
16423,1053339,31999
16609,,31665
29857,,31286
28085,,31182
11417,1126073,31168
13582,,31141
10626,,31108
11311,1205923,30992
8893,1064492,30810
5142,2131373,30778
9752,,30732
59182,,30489
9354,1125003,30225
13999,1127856,30118
29532,,30111
22549,,30082
17114,,30055
30152,,30025
526,3108439,29983
12745,1050730,29860
6084,,29857
33855,,29756
14853,1142952,29649
18302,,29592
11302,2294634,29567
16585,,29545
17174,2359328,29502
2312,,29422
13926,,29262
30065,,29117
11761,1204355,29088
59193,,29081
9406,,28931
18094,,28585
10145,1118836,28361
15930,1133615,28361
35602,,28259
10816,4625595,28175
10200,,28175
17122,1142868,28095
10644,1051054,27837
18089,1058389,27719
11731,5399576,27706
34441,,27625
57477,3133561,27493
22543,3070152,27311
34308,2496063,27160
35393,3848566,27062
399,,27013
5196,,26985
13611,1067206,26528
26755,,26433
31723,,26255
12585,1992661,26055
5105,3288911,26036
12098,3584006,25926
6100,1823550,25487
5999,1058101,25410
1388,1124574,25401
5232,,25256
16868,1133138,25057
11351,1203910,24973
16905,1904936,24951
12432,2366652,24950
10489,1206210,24883
5425,1063516,24840
20454,4795863,24703
29065,,24450
17395,1062797,24293
13986,,24261
14400,1204720,24202
29490,,24087
4728,2857552,23915
16281,,23703
3018,2561167,23684
59176,,23524
8218,1124622,23376
35075,,23337
14820,,23328
18724,1052949,23262
18483,1245246,23231
5380,,23187
32957,,22997
3303,,22991
28480,,22758
10582,1123287,22566
29005,,22299
5175,,22278
9764,1125544,22278
10803,1201390,21844
5619,,21833
21342,1134229,21815
18937,,21793
11300,,21579
19105,,21231
27010,1840883,20751
4144,1053526,20567
17652,1063749,20292
10840,,20264
9127,1966215,20188
16561,1134863,20154
3600,,20075
32306,,20022
13902,,19947
3985,,19882
9374,,19834
9438,2266873,19814
12284,,19737
29379,,19547
15853,,19527
12293,3068636,19262
11681,1205222,19170
14084,1063132,18961
35314,3047583,18912
4098,2816858,18780
1436,,18504
25260,,18446
14944,,18350
17569,,18281
27575,3846375,18065
13696,,17872
29627,,17856
10471,1206649,17754
10885,,17643
16744,1059519,17301
10872,,17191
17138,1053526,17000
12425,,16877
17825,,16847
21478,1128330,16820
15817,,16605
12086,,16552
30031,,16298
18924,4349837,16266
9102,1201701,15845
8197,1127173,15692
16516,1840801,15670
11716,,15525
17632,,15415
9614,2944706,14975
16472,,14593
4683,2009717,14581
17589,,14107
31345,,13835
14083,,13722
29966,,13291
22205,,13225
13729,2124816,13143
34478,,13138
17441,1130717,13004
2317,1063105,12755
57160,,12726
10635,2847665,12693
30241,,11738
16583,,10686
15009,,10593
35510,,10552
57109,,10355
6149,2332572,10328
26816,,9570
17982,1067943,9039
30618,,8926
29501,,8452
19693,1132841,8434
34619,,8289
58216,1231333,7970
17444,,7831
28722,,4054
34331,,3943
57834,3212091,3427
